,title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published,0
482,Vistara eyes international expansion by end of 2024: CEO | The Financial Express,https://www.financialexpress.com/industry/vistara-eyes-international-expansion-by-end-of-2024-ceo/3011150/,Vistara eyes international expansion by end of 2024: CEO The Financial Express ...,0.248878,Somewhat-Bullish,,0.0,Neutral,20230315T231543,"{'label': 'neutral', 'score': 0.8960984349250793}"
483,"After strategic 787 wins, Boeing jet battle shifts to factory floor",https://www.reuters.com/business/aerospace-defense/after-strategic-787-wins-boeing-jet-battle-shifts-factory-floor-2023-03-15/,"March 15 ( Reuters ) - A major purchase by Saudi Arabia caps sales of almost 200 Dreamliners over the past four months, handing Boeing Co ( BA.N ) major industrial and political wins in lucrative widebody sales against European rival Airbus ( AIR.PA ) .",-0.002407,Neutral,,0.187671,Somewhat-Bullish,20230315T200900,"{'label': 'negative', 'score': 0.9508874416351318}"
484,Air India's 3 international flights affected due to tech issues in 2 days,https://www.business-standard.com/article/companies/air-india-s-3-international-flights-affected-due-to-tech-issues-in-2-days-123031501329_1.html,"At least three international flights of Air India have been affected in two days due to technical issues, according to sources. The flights from Chicago and Vancouver were cancelled on Tuesday as the aircraft was grounded on account of technical issues.",-0.104623,Neutral,,-0.228423,Somewhat-Bearish,20230315T175100,"{'label': 'negative', 'score': 0.9620398879051208}"
485,Riyadh Air Plans New Orders Ahead Of 2025 Take-off: CEO,https://www.barrons.com/news/riyadh-air-plans-new-orders-ahead-of-2025-take-off-ceo-e7f117f0,"Saudi Arabia's new national airline plans more aircraft orders as it prepares to operate its first flights in early 2025, its CEO told AFP on Wednesday. The carrier, Riyadh Air, was officially unveiled on Sunday, and on Tuesday announced an agreement to purchase 39 Boeing Dreamliners, with ...",0.191441,Somewhat-Bullish,,0.115982,Neutral,20230315T173642,"{'label': 'positive', 'score': 0.9099094271659851}"
486,Riyadh Air Plans New Orders Ahead Of 2025 Take-off: CEO,https://www.barrons.com/news/riyadh-air-plans-new-orders-ahead-of-2025-take-off-ceo-e7f117f0,"Saudi Arabia's new national airline plans more aircraft orders as it prepares to operate its first flights in early 2025, its CEO told AFP on Wednesday. The carrier, Riyadh Air, was officially unveiled on Sunday, and on Tuesday announced an agreement to purchase 39 Boeing Dreamliners, with ...",0.191441,Somewhat-Bullish,,0.115982,Neutral,20230315T173626,"{'label': 'positive', 'score': 0.9099094271659851}"
487,Boeing  ( BA )  Inks Order for 787-9 Dreamliners From Riyadh Air,https://www.zacks.com/stock/news/2066294/boeing-ba-inks-order-for-787-9-dreamliners-from-riyadh-air,"Boeing (BA) recently inked an order for 72 787-9 Dreamliners from the Saudi Arabian new airline, Riyadh Air.",0.285835,Somewhat-Bullish,,0.306206,Somewhat-Bullish,20230315T172200,"{'label': 'positive', 'score': 0.918067216873169}"
488,Boeing expects 2023 aircraft financing to reach pre-pandemic levels,https://www.reuters.com/business/aerospace-defense/boeing-expects-2023-aircraft-financing-reach-pre-pandemic-levels-2023-03-15/,"March 15 ( Reuters ) - Boeing Co ( BA.N ) said on Wednesday that it expects commercial aircraft financing to reach near pre-pandemic levels in 2023, highlighting strong industry fundamentals. The planemaker expects the industry will need $94 billion in delivery funding, slightly below $98 ...",0.182241,Somewhat-Bullish,,0.591726,Bullish,20230315T170100,"{'label': 'positive', 'score': 0.9253101944923401}"
489,"U.S.-Saudi relations ""better,"" regardless of China-brokered Iran-Saudi deal",https://www.axios.com/2023/03/15/saudi-relations-biden-better-iran-china-deal,"U.S.-Saudi relations ""better,"" regardless of China-brokered Iran ... ...",0.124248,Neutral,,0.105859,Neutral,20230315T170034,"{'label': 'positive', 'score': 0.9146586656570435}"
490,Viavi  ( VIAV )  to Offer Flight Testing Solutions to Boeing,https://www.zacks.com/stock/news/2066264/viavi-viav-to-offer-flight-testing-solutions-to-boeing,"The AVX-10K from Viavi (VIAV) is a comprehensive flight line test solution utilized for performance verification and troubleshooting of airborne systems during installation, maintenance and bi-annual checks.",0.382836,Bullish,,0.174248,Somewhat-Bullish,20230315T152400,"{'label': 'neutral', 'score': 0.6739034652709961}"
491,Check Out What Whales Are Doing With Boeing - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/markets/options/23/03/31363791/check-out-what-whales-are-doing-with-boeing,"Someone with a lot of money to spend has taken a bearish stance on Boeing BA. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.167199,Somewhat-Bullish,,0.166114,Somewhat-Bullish,20230315T151643,"{'label': 'neutral', 'score': 0.7005860209465027}"
492,Viasat  ( VSAT )  to Power IFC Connectivity in 1000 Delta Air Fleet,https://www.zacks.com/stock/news/2066224/viasat-vsat-to-power-ifc-connectivity-in-1000-delta-air-fleet,Viasat's (VSAT) Ka-band solutions enable business jet customers to enjoy high-speed Internet connectivity from takeoff to touchdown.,0.391952,Bullish,,0.195425,Somewhat-Bullish,20230315T144500,"{'label': 'neutral', 'score': 0.7593117952346802}"
493,"With Saudi Arabia's Big Order For Boeing 787s, The Widebody Makes A Tentative Comeback",https://www.forbes.com/sites/jeremybogaisky/2023/03/15/with-saudi-arabias-big-order-for-boeing-787s-the-widebody-makes-a-tentative-comeback/,"The kingdom is launching a new airline, Riyadh Air, to help diversify into tourism while taking on Qatar and Emirates, and Boeing is benefiting from the competition.",0.134786,Neutral,,0.081909,Neutral,20230315T143344,"{'label': 'positive', 'score': 0.9043496251106262}"
494,Did MAX 737 Victims Suffer Pain? The Latest Litigation Issue for Boeing and Crash Victims' Families,https://www.wsj.com/articles/boeing-families-argue-over-pay-for-737-max-victims-suffering-d38127d5,Plaintiffs' attorneys say relatives of crash victims are legally entitled to damages beyond their own grief and loss.,-0.718994,Bearish,,-0.921848,Bearish,20230315T135100,"{'label': 'neutral', 'score': 0.831696629524231}"
495,Here is What to Know Beyond Why The Boeing Company  ( BA )  is a Trending Stock,https://www.zacks.com/stock/news/2066000/here-is-what-to-know-beyond-why-the-boeing-company-ba-is-a-trending-stock,"Zacks.com users have recently been watching Boeing (BA) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",0.226303,Somewhat-Bullish,,0.110279,Neutral,20230315T130012,"{'label': 'neutral', 'score': 0.9303961396217346}"
496,CesiumAstro Scanned the Airline Wi-Fi Market and Spied Opportunity,https://www.forbes.com/sites/erictegler/2023/03/15/cesiumastro-scanned-the-airline-wi-fi-market-and-spied-opportunity/,"Texas-based satellite antenna-maker, CesiumAstro, is offering its flat-panel phased array antenna and software-defined radio combo to air transport manufacturers, betting that in-cabin broadband will be a must-have for airlines.",0.086816,Neutral,,0.087011,Neutral,20230315T130000,"{'label': 'positive', 'score': 0.7405150532722473}"
497,Sierra Space taps veteran Boeing lobbyist to helm new government strategy,https://www.reuters.com/business/aerospace-defense/sierra-space-taps-veteran-boeing-lobbyist-helm-new-government-strategy-2023-03-15/,Sierra Space taps veteran Boeing lobbyist to helm new government ... ...,-0.050062,Neutral,,-0.243399,Somewhat-Bearish,20230315T121200,"{'label': 'neutral', 'score': 0.5085203051567078}"
498,"Saudi crown prince is plotting to get US nuclear secrets by playing the White House, Russia, and China off against each other, report says",https://www.businessinsider.com/mohammed-bin-salman-playing-us-secure-nuclear-technology-saudi-report-2023-3,Saudi Arabia's MBS Plotting to Get Nuclear Secrets by Playing US ... - Business Insider ...,-0.062502,Neutral,,0.028295,Neutral,20230315T113413,"{'label': 'neutral', 'score': 0.844822108745575}"
499,Futures Tumble As European Banks Fall On Credit Suisse,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fall-as-credit-suisse-triggers-european-bank-sell-off/,Dow Jones Futures Fall 500 Points As Credit Suisse Triggers ... Investor's Business Daily ...,0.10022,Neutral,,0.093926,Neutral,20230315T110435,"{'label': 'negative', 'score': 0.9441109299659729}"
500,Saudi Arabia announces order of up to 121 Boeing airplanes: State media,https://www.business-standard.com/article/international/saudi-arabia-announces-order-of-up-to-121-boeing-airplanes-state-media-123031500100_1.html,Saudi Arabia announces order of up to 121 Boeing airplanes: State ... Business Standard ...,0.226202,Somewhat-Bullish,,0.0,Neutral,20230315T072800,"{'label': 'positive', 'score': 0.5659700036048889}"
501,"Boeing resumes deliveries of 787 Dreamliners after pause, edges Airbus in Q1",https://www.foxbusiness.com/markets/boeing-resumes-deliveries-787-dreamliners-after-pause-edges-airbus-q1,Deliveries of the resumed last month which helped elevate the U.S. aircraft maker over its European rival Airbus in terms of aircraft delivered and new orders in the first quarter. Boeing reported Tuesday that it delivered 64 commercial aircraft in March - an amount that nearly equaled combined ...,-0.096605,Neutral,,-0.113999,Neutral,20230411T235425,"{'label': 'positive', 'score': 0.9439691305160522}"
502,"Business Highlights: IMF's outlook, small business squeeze",https://apnews.com/article/imf-world-economic-business-credit-stocks-5de0d7167698f17fa764e95e28ee43f0,"WASHINGTON ( AP ) - The outlook for the world economy this year has dimmed in the face of chronically high inflation, rising interest rates and uncertainties resulting from the collapse of two big American banks. That's the view of the International Monetary Fund, which has downgraded its outlook ...",-0.099286,Neutral,,0.009006,Neutral,20230411T210156,"{'label': 'negative', 'score': 0.9516661763191223}"
503,Russia's biggest airline reportedly sends first plane to Iran for repairs as sanctions cut off access to new replacement parts,https://www.businessinsider.com/russian-airline-aeroflot-sends-plane-iran-repairs-sanctions-2023-4,Russian Airline Sends Plane to Iran for Repairs Amid Sanctions ... - Business Insider ...,0.009343,Neutral,,-0.033075,Neutral,20230411T204708,"{'label': 'neutral', 'score': 0.4539143741130829}"
504,Video shows moments before bird strikes Delta engine during JFK airport takeoff,https://www.foxbusiness.com/lifestyle/video-shows-moments-before-bird-strikes-delta-engine-jfk-airport-takeoff,A Delta Air Lines flight in New York was forced to abort its trip and return to the tarmac after an unfortunate run-in with a bird. The Boeing 737-800 plane with 155 customers and six crew members - flying out of John F.,0.115859,Neutral,,0.0,Neutral,20230411T185522,"{'label': 'negative', 'score': 0.9389124512672424}"
505,Icelandair: Traffic Data March 2023,https://www.globenewswire.com/news-release/2023/04/11/2644828/0/en/Icelandair-Traffic-Data-March-2023.html,"In March 2023, Icelandair's passengers were 255 thousand, compared to 184 thousand in March last year, which is a 38% increase. Capacity in March was 27% higher than last year. March was a record month in terms of ticket sales.",0.11839,Neutral,,0.114532,Neutral,20230411T175300,"{'label': 'positive', 'score': 0.9368960857391357}"
506,Boeing returns 737 MAX service for 11 Chinese airlines,https://www.foxbusiness.com/markets/boeing-737-max-returns-service-11-chinese-airlines,"The Boeing Company announced Tuesday that 11 Chinese airlines have returned the company's maligned 737 MAX to service as of April 10. According to Boeing, a total of 43 MAX jets are back in the air, making up 45% of the country's MAX fleet.",0.171121,Somewhat-Bullish,,0.5301,Bullish,20230411T174125,"{'label': 'neutral', 'score': 0.5319185256958008}"
507,"Boeing delivers 130 planes in Q1, beating Airbus by 3 jets",https://www.reuters.com/business/aerospace-defense/boeing-delivers-130-planes-q1-beating-airbus-by-3-jets-2023-04-11/,"WASHINGTON, April 11 ( Reuters ) - Boeing ( BA.N ) on Tuesday announced 130 airplane deliveries over the first quarter of 2023, inching past rival Airbus ( AIR.PA ) , which delivered 127 jets. Boeing's deliveries were up almost 27% from a year earlier, when it delivered 95 jets.",-0.065029,Neutral,,-0.146853,Neutral,20230411T150200,"{'label': 'positive', 'score': 0.9523091912269592}"
508,Boeing aircraft deliveries jump as airlines await new jets for travel rebound,https://www.cnbc.com/2023/04/11/boeing-aircraft-deliveries-jump-in-march.html,"Boeing delivered 64 planes in March, the most since December.",-0.016446,Neutral,,-0.07701,Neutral,20230411T150001,"{'label': 'positive', 'score': 0.8765872120857239}"
509,Boeing Deliveries Beat Street Estimates. Earnings Are Up Next.,https://www.barrons.com/articles/boeing-stock-price-deliveries-earnings-2d2568ae,Boeing Deliveries Beat Street Estimates. Earnings Are Up Next for the Stock. ...,0.23066,Somewhat-Bullish,,0.40623,Bullish,20230411T150000,"{'label': 'positive', 'score': 0.9001298546791077}"
510,Here's What You Could Buy With Elon Musk's Fortune,https://www.benzinga.com/general/entertainment/23/04/31732688/heres-what-you-could-buy-with-elon-musks-fortune,"Elon Musk is the second richest person in the world as of Sunday, with a net worth of $171 billion compared to Moët Hennessy Louis Vuitton founder and CEO Bernard Arnault, who is worth $195 billion. Musk's net worth puts him in the position to buy almost anything imaginable.",0.313111,Somewhat-Bullish,,0.237243,Somewhat-Bullish,20230411T134511,"{'label': 'neutral', 'score': 0.8384976387023926}"
511,"Top Stories Tuesday, Apr. 11: Twitter Inc Is Officially Defunct, Alibaba Plans to Integrate ChatGPT Like Chatbot Across Products - Alibaba Group Holding  ( NYSE:BABA ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/general/biotech/23/04/31742441/twitter-inc-is-officially-defunct-alibaba-plans-to-integrate-chatgpt-like-chatbot-across-products,"Twitter Inc, the parent company of the namesake social media platform, has ceased to exist, and it has now been merged into X Corp., court filings show. 'Chief Twit' Elon Musk also appeared to acknowledge the change early on Tuesday by tweeting out ""X.""",0.040933,Neutral,,0.142929,Neutral,20230411T131637,"{'label': 'negative', 'score': 0.5969436168670654}"
512,New Zealander without college degree couldn't talk his way into NASA or Boeing-so he built a $1.8 billion rocket company,https://www.cnbc.com/2023/04/11/how-rocket-lab-ceo-peter-beck-built-multibillion-dollar-company.html,"After years of dreaming about building rockets, Peter Beck realized that the only path to his dream job was starting his own company. Here's what happened next.",0.028887,Neutral,,0.127675,Neutral,20230411T123001,"{'label': 'neutral', 'score': 0.9292147755622864}"
513,"Futures Lower As Bitcoin Tops $30,000",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fall-as-bitcoin-jumps-above-30000-top-stocks-to-buy-and-watch/,"Dow Jones Futures Fall As Bitcoin Jumps Above $30,000. 7 Top ... Investor's Business Daily ...",-0.009622,Neutral,,0.138206,Neutral,20230411T121400,"{'label': 'negative', 'score': 0.9325992465019226}"
514,Clear Skies Ahead: Chinese Airlines Resume Boeing 737 MAX Operations: Report - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/23/04/31739074/clear-skies-ahead-chinese-airlines-resume-boeing-737-max-operations-report,"Boeing Co BA reportedly disclosed that 11 Chinese airlines had resumed 737 MAX operations as of April 10, a positive indication of its efforts to rebuild its business in the world's second-largest aviation market.",0.318031,Somewhat-Bullish,,0.568418,Bullish,20230411T111933,"{'label': 'positive', 'score': 0.9177868962287903}"
515,Boeing  ( BA )  Wins $96M Contract for F/A-18 Depot Option Program,https://www.zacks.com/stock/news/2076733/boeing-ba-wins-96m-contract-for-fa-18-depot-option-program,"Boeing (BA), the largest jet maker in the United States, enjoys a dominant position in the global military aircraft market.",0.291811,Somewhat-Bullish,,0.421125,Bullish,20230411T104300,"{'label': 'positive', 'score': 0.8619354367256165}"
516,"Airbus confirms Q1 deliveries drop, sells 4 A350 freighters",https://www.reuters.com/business/aerospace-defense/airbus-confirms-q1-deliveries-drop-sells-4-a350-freighters-2023-04-11/,"PARIS, April 11 ( Reuters ) - Airbus ( AIR.PA ) confirmed a drop of as much as 11% in first-quarter deliveries and announced the sale of four A350 freighters to an undisclosed customer on Tuesday.",-0.09265,Neutral,,0.0,Neutral,20230411T095700,"{'label': 'negative', 'score': 0.9532079100608826}"
517,Boeing Aims To Reach Pre-Crisis 737 MAX Production Rates In 2025: Report - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/23/04/31738440/boeing-aims-to-reach-pre-crisis-737-max-production-rates-in-2025-report,"Boeing Co BA reportedly expects its 737 MAX jet to return to its 2019 production rate of 52 per month in 2025. The aircraft maker's bestselling jet demand nosedived following two deadly crashes and the COVID-19 pandemic. Boeing currently builds 31 737 MAX jets per month, reported Reuters.",-0.009588,Neutral,,0.096352,Neutral,20230411T095106,"{'label': 'negative', 'score': 0.5322189331054688}"
518,Boeing Edges Out Airbus In First Quarter Deliveries,https://www.barrons.com/news/airbus-delivers-fall-as-supply-chain-issues-persist-59b3fa36,Airbus Delivers Fall As Supply Chain Issues Persist ...,-0.061291,Neutral,,-0.266473,Somewhat-Bearish,20230411T091623,"{'label': 'negative', 'score': 0.9727519154548645}"
519,"Boeing 737 MAX back in service at 11 Chinese airlines, US firm says",https://www.scmp.com/business/china-business/article/3216674/boeing-737-max-back-service-11-chinese-airlines-us-aircraft-maker-says,"The return of the 737 MAX to the skies in China is a positive sign for Boeing, which is taking steps to rebuild its business in the world's second-largest aviation market.",-0.038155,Neutral,,0.12842,Neutral,20230411T090633,"{'label': 'positive', 'score': 0.9514979720115662}"
520,Boeing says 11 Chinese airlines have resumed operating 737 MAX,https://www.reuters.com/business/aerospace-defense/boeing-says-11-chinese-airlines-have-resumed-operating-737-max-2023-04-11/,"BEIJING, April 11 ( Reuters ) - Boeing ( BA.N ) said on Tuesday that 11 Chinese airlines have resumed operation of the 737 MAX as of April 10, in a positive sign for the U.S. planemaker's attempts to rebuild its business in the world's second-largest aviation market.",0.138635,Neutral,,0.151833,Somewhat-Bullish,20230411T081854,"{'label': 'positive', 'score': 0.9461553692817688}"
521,"Meet Alwaleed bin Talal Al Saud and his royal family; Know about their gold-plated supercars, palaces, $1.4 trillion net worth & more | The Financial Express",https://www.financialexpress.com/lifestyle/meet-alwaleed-bin-talal-al-saud-and-his-royal-family-know-about-their-gold-plated-supercars-palaces-1-4-trillion-net-worth-more/3041651/,Meet Alwaleed bin Talal Al Saud and his royal family. Know about ... The Financial Express ...,0.273888,Somewhat-Bullish,,0.080996,Neutral,20230411T054024,"{'label': 'neutral', 'score': 0.8990879058837891}"
522,Exclusive: Boeing targets 2025 for return to pre-crisis 737 MAX production rates -sources,https://www.reuters.com/business/aerospace-defense/boeing-targets-2025-return-pre-crisis-737-max-production-rates-sources-2023-04-10/,Exclusive: Boeing targets 2025 for return to pre-crisis 737 MAX ... ...,0.083584,Neutral,,0.06979,Neutral,20230410T220726,"{'label': 'positive', 'score': 0.7031822204589844}"
523,Boeing  ( BA )  Stock Sinks As Market Gains: What You Should Know,https://www.zacks.com/stock/news/2076567/boeing-ba-stock-sinks-as-market-gains-what-you-should-know,"In the latest trading session, Boeing (BA) closed at $210.78, marking a -0.28% move from the previous day.",0.208782,Somewhat-Bullish,,0.250881,Somewhat-Bullish,20230410T215019,"{'label': 'positive', 'score': 0.835102915763855}"
524,"Futures: Big Bank Earnings, Key Inflation Data Due Out",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-key-inflation-data-big-bank-earnings-due-apple-pioneer-tesla-in-focus/,"Dow Jones futures were little changed ahead of Tuesday's open, with key inflation data due out Wednesday and Thursday. Meanwhile, first-quarter bank earnings kick off later this week. And Apple, Pioneer Natural Resources and Tesla stock were in focus after big swings Monday.",0.09235,Neutral,,0.090203,Neutral,20230410T204800,"{'label': 'neutral', 'score': 0.6773554086685181}"
525,Clear Skies Ahead for Boeing: Analyst Forecasts Upside as Improved Liquidation of 787 Inventory Looms - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/23/04/31730766/clear-skies-ahead-for-boeing-analyst-forecasts-upside-as-improved-liquidation-of-787-inventory-looms,"Credit Suisse analyst Scott Deuschle maintains Boeing Co BA with a Neutral and raises the price target from $200 to $220. The analyst forecasts 1Q sales, segment EBIT, and adjusted EPS below Street estimates. Deuschle's below-Street EBIT and EPS forecast reflect lower widebody profitability at ...",0.212654,Somewhat-Bullish,,0.062492,Neutral,20230410T175126,"{'label': 'negative', 'score': 0.9297158122062683}"
526,Air Lease  ( AL )  Releases Encouraging Activity Update for Q1,https://www.zacks.com/stock/news/2076497/air-lease-al-releases-encouraging-activity-update-for-q1,Air Lease's (AL) top line benefits from steady growth in fleet.,0.260959,Somewhat-Bullish,,-0.071748,Neutral,20230410T154000,"{'label': 'positive', 'score': 0.9494951963424683}"
527,"Leidos CEO Roger Krone Looks Back On A Stellar Career, And Reflects On What He Has Learned",https://www.forbes.com/sites/lorenthompson/2023/04/10/leidos-ceo-roger-krone-looks-back-on-a-stellar-career-and-reflects-on-what-he-has-learned/,Roger Krone's career is emblematic of the defense industry's transformation since the Cold War ended.,0.13025,Neutral,,-0.033555,Neutral,20230410T144933,"{'label': 'neutral', 'score': 0.7536322474479675}"
528,GE Stock Hit Five-Year High After Surging In 2023 - Is It A Buy Now?,https://www.investors.com/news/ge-stock-buy-ge-aerospace/,General Electric ( GE ) will emerge as an aviation and defense pure play in early 2024 after completing its big breakup. Is GE stock a buy after breaking out to a multiyear high? The company remains on track to spin off its energy business as GE Vernova in early 2024.,0.192425,Somewhat-Bullish,,0.151075,Somewhat-Bullish,20230410T144200,"{'label': 'neutral', 'score': 0.7518773674964905}"
529,This Is What Whales Are Betting On Boeing - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/markets/options/23/04/31727284/this-is-what-whales-are-betting-on-boeing,"A whale with a lot of money to spend has taken a noticeably bullish stance on Boeing. Looking at options history for Boeing BA we detected 10 strange trades. If we consider the specifics of each trade, it is accurate to state that 60% of the investors opened trades with bullish expectations and ...",0.180951,Somewhat-Bullish,,0.230431,Somewhat-Bullish,20230410T141552,"{'label': 'negative', 'score': 0.595804750919342}"
530,"Valero Energy To Rally 32%? Here Are 10 Other Analyst Forecasts For Monday - Clene  ( NASDAQ:CLNN ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/04/31724728/valero-energy-to-rally-32-here-are-10-other-analyst-forecasts-for-monday,Credit Suisse boosted the price target for The Boeing Company BA from $200 to $220. Credit Suisse analyst Scott Deuschle maintained a Neutral rating on the stock. Boeing shares fell 0.4% to $210.60 in pre-market trading. Raymond James boosted the price target for Valero Energy Corporation VLO ...,0.202888,Somewhat-Bullish,,0.33052,Somewhat-Bullish,20230410T123213,"{'label': 'negative', 'score': 0.7461051940917969}"
531,Futures Fall After March Jobs Report,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fall-on-march-jobs-report-tesla-stock-skids-on-price-cuts/,Dow Jones Futures Fall On March Jobs Report. Tesla Stock Skids ... Investor's Business Daily ...,0.067096,Neutral,,0.081744,Neutral,20230410T122100,"{'label': 'negative', 'score': 0.9655012488365173}"
532,The future of business class airline travel is here and it has a minibar,https://africa.businessinsider.com/transportation/the-future-of-business-class-airline-travel-is-here-and-it-has-a-minibar/qjrbj4g,"This year's list reflects an interest in creating a more ""attractive, sustainable, and comfortable"" passenger experience, according to a news release from the awards organization. Some of the designs appear to bet on a rebounding interest in business travel - an area that took a huge hit during ...",0.228989,Somewhat-Bullish,,0.104498,Neutral,20230410T001521,"{'label': 'positive', 'score': 0.8733301758766174}"
533,The future of business class airline travel is here and it has a minibar,https://www.businessinsider.com/future-airline-concepts-reimagines-single-aisle-business-class-report-2023-4,Future Airline Concepts Reimagines Single-Aisle Business Class ... - Business Insider ...,0.290411,Somewhat-Bullish,,0.086769,Neutral,20230410T001521,"{'label': 'neutral', 'score': 0.8964423537254333}"
534,"FAA warns of safety hazard from leaky faucets in Boeing 787, calls for inspections",https://www.foxbusiness.com/markets/faa-warns-safety-hazard-from-leaky-faucets-boeing-787-calls-inspections,The Federal Aviation Administration ( FAA ) is calling for inspections of all Boeing 787 jets amid recurring problems with leaky bathroom faucets that regulators worry could harm the massive airliner's electronic systems.,-0.264463,Somewhat-Bearish,,-0.388929,Bearish,20230409T234348,"{'label': 'negative', 'score': 0.9661911725997925}"
535,These 2 Magnificent Stocks Keep Driving Higher,https://www.fool.com/investing/2023/04/09/these-2-magnificent-stocks-keep-driving-higher/,"An ""electrification of everything"" play and an undervalued aerospace and defense provider are two attractive stocks to buy right now.",0.330714,Somewhat-Bullish,,0.031842,Neutral,20230409T091300,"{'label': 'neutral', 'score': 0.8110100626945496}"
536,Embraer seeks to expand its presence in India and China | The Financial Express,https://www.financialexpress.com/business/defence-embraer-seeks-to-expand-its-presence-in-india-and-china-3039185/,Embraer seeks to expand its presence in India and China The Financial Express ...,0.328982,Somewhat-Bullish,,0.143759,Neutral,20230408T142656,"{'label': 'positive', 'score': 0.868308961391449}"
537,Embraer seeks to expand its presence in India and China | The Financial Express,https://www.financialexpress.com/business/embraer-seeks-to-expand-its-presence-in-india-and-china-3039185/,Embraer seeks to expand its presence in India and China The Financial Express ...,0.328982,Somewhat-Bullish,,0.143759,Neutral,20230408T142656,"{'label': 'positive', 'score': 0.868308961391449}"
538,Virgin Orbit's would-be white knight and a $200 million rescue that fell flat,https://www.reuters.com/business/aerospace-defense/virgin-orbits-would-be-white-knight-200-million-rescue-that-fell-flat-2023-04-08/,Virgin Orbit's would-be white knight and a $200 million rescue that ... ...,-0.047865,Neutral,,-0.114891,Neutral,20230408T111314,"{'label': 'neutral', 'score': 0.5776275992393494}"
539,"The CEO of Japan's biggest airline says he has no plans to get rid of the world's largest airliner. See inside ANA's A380, which is painted to look like a sea turtle.",https://www.businessinsider.com/see-inside-ana-mammoth-airbus-a380-aircraft-all-nippon-airways-2023-4,"See Inside ANA's Airbus A380, Which the CEO Says He Isn't Retiring - Business Insider ...",0.13275,Neutral,,0.24262,Somewhat-Bullish,20230408T090000,"{'label': 'neutral', 'score': 0.9341850280761719}"
540,Cargo fleet size in India is set to grow manifold: Boeing India head | The Financial Express,https://www.financialexpress.com/industry/cargo-fleet-size-in-india-is-set-to-grow-manifold-boeing-india-head/3038392/,Cargo fleet size in India is set to grow manifold: Boeing India head The Financial Express ...,0.06592,Neutral,,0.188176,Somewhat-Bullish,20230407T191500,"{'label': 'positive', 'score': 0.7193914651870728}"
541,"Commerce officials heading to China to lay groundwork for possible Raimondo trip later this year, sources say",https://www.cnbc.com/2023/04/07/commerce-officials-heading-to-china-to-lay-groundwork-for-possible-raimondo-trip-later-this-year-sources-say.html,"Officials from the Department of Commerce will travel to Beijing and Shanghai to lay groundwork for a potential trip by Secretary Gina Raimondo, sources say.",-0.096852,Neutral,,-0.036059,Neutral,20230407T164943,"{'label': 'neutral', 'score': 0.8758816123008728}"
542,China signals wait-and-see stance on big jet orders,https://www.reuters.com/business/aerospace-defense/china-signals-wait-and-see-stance-big-jet-orders-2023-04-07/,"PARIS/BEIJING, April 7 ( Reuters ) - China and France will study the need for cargo planes and long-haul jets ""in due course,"" a joint statement said on Friday, following a state visit by French President Emmanuel Macron.",0.165346,Somewhat-Bullish,,-0.121253,Neutral,20230407T164200,"{'label': 'positive', 'score': 0.9031650424003601}"
543,Jeff Bezos's Blue Origin sets sight on India's space tourism potential,https://www.business-standard.com/india-news/bezos-s-blue-origin-sets-sight-on-india-s-space-tourism-potential-123040700533_1.html,"Interestingly, on Thursday, the Cabinet Committee on Economic Affairs ( CCEA ) had cleared the Indian Space Policy 2023, opening doors for private players in the sector. The policy is expected to be a major boost for academia, start-ups and the industry.",0.215024,Somewhat-Bullish,,0.131881,Neutral,20230407T104823,"{'label': 'positive', 'score': 0.8778297901153564}"
544,A group of passengers flying from Paris to New York skipped passport control and customs due to a 'disembarkation issue',https://www.businessinsider.com/passengers-from-paris-skipped-immigration-at-new-york-jfk-airport-2023-4,Passengers From Paris Skipped Immigration at New York-JFK Airport - Business Insider ...,-0.004699,Neutral,,0.0,Neutral,20230407T103400,"{'label': 'neutral', 'score': 0.5491830110549927}"
545,"Airbus deliveries down 11% to 127 jets in Q1, supply chain issues to blame",https://www.business-standard.com/companies/news/airbus-deliveries-down-11-to-127-jets-in-q1-supply-chain-issues-to-blame-123040700544_1.html,Airbus last year clawed back two deliveries to reflect Western sanctions on Russia ...,-0.142783,Neutral,,-0.168276,Somewhat-Bearish,20230407T103351,"{'label': 'negative', 'score': 0.9579944014549255}"
